A	4	2	1	1	1.25	1.25
B	3	3	1	1	3.75	1.25
C	3	3	0	1	6.25	1.25
D	2	4	0	1	8.75	1.25
E	4	2	2	2	1.25	3.75
F	2	2	2	3	3.75	3.75
G	2	2	3	2	6.25	3.75
H	1	3	2	2	8.75	3.75
I	1	1	2	3	1.25	6.25
J	2	2	2	3	3.75	6.25
K	1	2	3	2	6.25	6.25
L	1	1	4	1	8.75	6.25
M	1	1	2	4	1.25	8.75
N	1	1	3	4	3.75	8.75
O	0	1	4	1	6.25	8.75
P	0	1	2	1	8.75	8.75
