A	3	1	1	0	1.25	1.25
B	2	2	1	1	3.75	1.25
C	4	1	1	1	6.25	1.25
D	3	1	2	1	8.75	1.25
E	3	2	1	2	1.25	3.75
F	2	1	1	3	3.75	3.75
G	4	2	2	1	6.25	3.75
H	3	4	1	1	8.75	3.75
I	2	1	2	3	1.25	6.25
J	2	2	3	3	3.75	6.25
K	3	2	3	3	6.25	6.25
L	3	1	2	1	8.75	6.25
M	1	1	1	4	1.25	8.75
N	2	1	2	4	3.75	8.75
O	3	3	3	2	6.25	8.75
P	3	1	3	2	8.75	8.75
