A	4	4	4	2	1.25	1.25
B	4	4	2	1	3.75	1.25
C	4	4	1	2	6.25	1.25
D	3	4	1	2	8.75	1.25
E	4	3	3	2	1.25	3.75
F	3	3	3	3	3.75	3.75
G	3	3	4	2	6.25	3.75
H	3	4	3	2	8.75	3.75
I	2	2	3	3	1.25	6.25
J	3	3	3	3	3.75	6.25
K	2	4	4	2	6.25	6.25
L	3	2	3	2	8.75	6.25
M	2	3	3	4	1.25	8.75
N	3	2	4	4	3.75	8.75
O	1	3	4	1	6.25	8.75
P	2	2	3	2	8.75	8.75
