A	4	0	2	4	1.25	1.25
B	2	0	2	2	3.75	1.25
C	0	0	1	1	6.25	1.25
D	2	4	3	3	8.75	1.25
E	3	2	2	2	1.25	3.75
F	2	1	1	3	3.75	3.75
G	1	2	1	3	6.25	3.75
H	2	3	2	2	8.75	3.75
I	3	2	1	4	1.25	6.25
J	2	1	2	4	3.75	6.25
K	1	1	3	3	6.25	6.25
L	2	2	4	1	8.75	6.25
M	1	0	1	3	1.25	8.75
N	2	0	1	4	3.75	8.75
O	1	1	3	0	6.25	8.75
P	1	1	3	0	8.75	8.75
