A	3	0	0	0	1.25	1.25
B	2	1	0	0	3.75	1.25
C	1	2	0	0	6.25	1.25
D	0	3	0	0	8.75	1.25
E	2	0	0	1	1.25	3.75
F	1	1	0	1	3.75	3.75
G	1	1	1	1	6.25	3.75
H	0	2	1	0	8.75	3.75
I	1	0	0	2	1.25	6.25
J	1	0	1	2	3.75	6.25
K	0	1	1	1	6.25	6.25
L	0	1	2	1	8.75	6.25
M	0	0	0	3	1.25	8.75
N	0	0	1	3	3.75	8.75
O	0	0	2	2	6.25	8.75
P	0	0	3	1	8.75	8.75
